id,complex,ans
0,0.8305374006332975+1.6733578502725481j,0.695616497
1,1.9209722100032038+0.9287362761339454j,0.143289852
2,0.5619915638640856+1.2475877875794137j,0.586680684
3,0.744233371732999+1.5091417696683025j,0.685106356
4,0.25794407748826254+2.298535753537098j,0.66318653
5,0.733283728112669+1.3322762239407133j,0.671031359
6,0.9766332638215083+0.45789484153579274j,-0.360819777
7,0.44988902729820424+2.898488425574704j,0.659915449
8,2.803967537688292+2.0167587166741248j,0.371093638
9,2.6356552696410196+2.816268756650953j,0.516831989
10,2.140710217868534+0.7763299082602125j,0.027870794
11,0.09539598765824864+0.3721776760124378j,-0.367255672
12,0.5879976815754555+2.5975881700603116j,0.692035933
13,0.4383936909224133+0.5018424455211369j,-0.186195172
14,2.411955272476611+0.11062344824685832j,-0.280373651
15,2.470916194221288+1.9211016320494507j,0.405718923
16,1.3993004643288371+0.8883591081414178j,0.251619287
17,0.761895656096701+0.17653659563940705j,-0.574661567
18,1.567330459489241+0.8476877136191192j,0.157112116
19,1.5643532198938477+0.11221866939612002j,-0.471837717
20,1.5284853057942862+1.77066045479318j,0.591234585
21,2.779412176263455+1.7200634695986992j,0.306848739
22,0.2817228843617615+0.772929458529855j,0.343607843
23,2.342871969260622+1.5188923738038906j,0.323516023
24,2.3091458734778105+0.04344029340302835j,-0.320992652
25,1.2204766068693709+2.840248102533762j,0.683346858
26,0.9656890186846175+2.188820811692973j,0.694303424
27,2.333191091656843+1.235287483697495j,0.223864999
28,2.8891153668254397+1.8716740689839737j,0.327285981
29,1.8353510646693958+2.189561802160104j,0.575860885
30,0.47704745742421917+0.9793796134322891j,0.523355229
31,1.8166127408453536+2.8536961385175594j,0.627771856
32,1.5388282651699408+0.44061578027756476j,-0.241202983
33,1.1716225785635983+0.8889165059096741j,0.370467681
34,1.7084519166507253+1.2655955247370558j,0.389808979
35,1.04469797698825+1.5149341865029402j,0.6845819
36,0.6513864922342653+2.9928677772849888j,0.695491067
37,0.4809323896993043+2.4297650357394143j,0.656849901
38,1.8897440351649462+2.293378492709911j,0.577028513
39,0.9174180636948155+0.2107484060075111j,-0.668907684
40,1.57027904964772+2.9681648140884724j,0.657966143
41,1.7119476978397903+1.4272846569764908j,0.453892319
42,1.545383544288779+0.4375669106550554j,-0.242574379
43,0.2633703475802637+1.0479746585013303j,0.663165874
44,0.05420978922585529+0.6561612744084935j,0.101337497
45,1.8948343973086383+2.361473329560777j,0.582936679
46,2.296188161274433+1.4180461652361784j,0.29904037
47,1.208193894370829+1.861097978796617j,0.668312234
48,1.3620641244008587+2.9913352360074414j,0.675458326
49,1.3646256756769708+1.7885582641429933j,0.633547472
50,0.7056059732454951+2.5634579802229824j,0.695435852
51,2.5593170280117206+2.1533817771273527j,0.436548984
52,2.460301507353846+2.983655603848663j,0.555414329
53,2.071414013839118+0.6395711590634265j,-0.048835441
54,1.348225921485261+1.724869189734639j,0.631524454
55,0.5712364414313366+1.5124914681703472j,0.634001442
56,0.6940824534198646+0.9116510188755125j,0.435721606
57,1.56810436499382+2.6608979605415533j,0.649005683
58,2.388696691084479+1.84985242001265j,0.404911712
59,1.2683384932770791+2.8264697113458332j,0.680132976
60,2.1500741798717264+1.710024171942393j,0.419880437
61,0.42570146360783034+2.2956297753332597j,0.658849675
62,1.9079486453884684+2.934220486945015j,0.620857904
63,2.6476566560682566+2.8958039798543727j,0.523334853
64,2.8379214300764497+0.3133691436631961j,-0.16722476
65,2.7146805591382472+1.8334037924397126j,0.344445871
66,0.5201205801155591+2.136441487558837j,0.657330476
67,2.5397520629041477+1.111269902693721j,0.14626158
68,2.9416040357479725+1.3686865316795411j,0.188940028
69,0.6159537110335236+0.042969261957695126j,-0.556998962
70,2.756430080187548+1.085699616840198j,0.115334344
71,2.7279751958399694+0.6637911130143445j,-0.041311716
72,2.610724492610701+0.3055087959048105j,-0.184756145
73,1.6803446801309452+0.9897418298994678j,0.238979476
74,1.278098558832418+0.4758991416852826j,-0.268716905
75,0.007154795551405191+2.54468606878804j,0.658981837
76,0.49686048891351764+1.9307578440018662j,0.650717411
77,1.1550873837564108+0.760463898206733j,0.184540524
78,2.024566548530734+0.3419584460292736j,-0.226558003
79,2.0409239319984076+0.3553673489664203j,-0.216913751
80,0.879180929002329+1.279923848834938j,0.695326435
81,0.30596409235793987+1.05581002045087j,0.65846124
82,2.6654561552582265+0.9739528770603799j,0.081425221
83,0.566165255874386+1.9760052796759773j,0.671459039
84,0.9238361378125156+0.28617443978403834j,-0.635903112
85,2.6830396754344292+0.6406451035625482j,-0.050162305
86,1.1210434852222955+0.8080389949492702j,0.277635247
87,0.4436795273713754+2.296986943884205j,0.658000478
88,2.6155440416133215+1.8983196965673992j,0.375486649
89,0.30187251777372204+0.6574125820455013j,0.111343076
90,0.41430017128283825+0.329679402096285j,-0.481468688
91,1.411788006461828+2.403833027478064j,0.658726205
92,0.7538062653246393+1.898951279164989j,0.693726057
93,1.2204779755521904+2.3142553519952056j,0.677592275
94,2.898182430503292+1.4809811031309366j,0.226414837
95,1.7907315860995265+0.6327438287933279j,-0.052088434
96,0.6218635378682932+0.28118477141489906j,-0.407554977
97,0.17513258141635957+0.6875617510429289j,0.170331474
98,2.4937472259166142+0.5287438072583882j,-0.098996947
99,1.4958135329260902+0.5294533430423946j,-0.160500862
