,0,1,2,3,4,5,6,7,8,9
0,0.0928813042846734,-0.6538082895096444,0.04643178402510495,0.4434386028334883,0.1595781288515274,-0.04459846852397065,-0.5439890143647527,-0.6472774448188559,-0.7578634255507097,-0.25298145904694186
1,0.27807749160288453,0.289874786742229,-0.6432213048596415,0.27617054642629946,0.16860915687847966,0.09117772263147694,0.6925471633944074,0.6243638581749493,0.638854598632469,-0.31143402301820844
2,-0.3931808037650385,0.26193859235456773,-0.036262652604307444,0.09390477837746164,-0.6048116719682424,0.6689877915939355,0.6513509497798438,0.5939472512424308,0.4819057129622955,-0.5482731758147242
3,-0.10061105143722043,-0.10846020631860503,0.2892307978616837,0.6083571543951098,-0.2433843709960743,-0.6663424319623936,-0.7411183345192862,-0.2100655430726191,0.47743506700310245,0.757287596643685
4,0.2896907573970845,-0.3758427529123831,-0.22600526882728217,0.46284140470474944,0.2719308216843608,-0.030996563377651498,0.574676122862797,0.6539483665933705,0.7014477151320081,-0.7359612212087527
5,0.057333635390196924,-0.6217272119210407,-0.26214854530746917,0.25712338149433805,-0.01950825243657084,0.42808589388618734,0.7260709399680652,0.7293755675626388,0.7419086857304356,-0.6334956505611051
6,-0.1494953117953126,0.12771667196873165,-0.6429884955564392,-0.47785397154506726,0.3129762445177122,0.20154381034065638,0.6513802189873654,-0.26021735163821436,-0.6542116099184736,0.3102226661080207
7,0.589235382955349,0.03396964895116106,0.5067633059869027,0.00013217045846009023,0.7569784306059796,-0.40630484897226216,0.5084345521028101,-0.14553087105207013,-0.22295903353545085,0.5124062380446175
8,0.5978559113071257,0.1783663360165999,-0.5359268085646275,-0.7540368840638112,-0.0005540580943351747,-0.08945507972807987,0.6100425702477389,-0.5215300109988584,0.7452711906707422,0.6170805480062859
9,0.13632013771867107,-0.029314340433007346,0.23500682197736972,0.4220492799393656,-0.1294960916271753,-0.6662776477552188,-0.11969547527722735,-0.17086612648581628,0.36111072502689456,-0.34148655519813664
