,0,1,2,3,4,5,6,7,8,9
0,0.0846082232961694,-0.3613597434232127,0.14218716439236995,-0.3722058782644671,0.43939765715672735,0.28700722675514334,-0.4391740399703811,-0.17499759415297178,0.2994372471951112,-0.43861227912675343
1,0.11027765560645986,0.2971623423921773,0.436344139566201,-0.0700579897278707,0.03441661315394673,-0.12901430806896297,0.6947607018309576,-0.6963664607667531,0.8986155860047242,0.2708555780604216
2,0.07471340320216666,-0.35785767181170236,-0.14203223700623596,0.09390477837746164,-0.020455326003942897,0.6984033684234743,0.861070702239059,0.8345818749188538,0.22374813783820507,-0.4239050125952282
3,0.07010663850298976,-0.3610352592767033,0.20815831250890549,-0.6792640540047954,-0.09782910668671668,0.11423956076245603,0.397599300249876,-0.43635619951267285,0.6798241477311897,0.6718192455721783
4,0.3429739153222411,-0.3712980178032005,-0.2347213822064398,-0.5914918029742211,-0.5648087665930968,0.05152715795860974,-0.696841001751873,-0.43825599285648664,0.8889703538110073,0.3946936945786451
5,-0.19806826096543273,-0.09483820780315522,-0.07280257712625093,0.2891789339342716,-0.24234175824391785,0.7039318464331664,0.6714716558427138,0.8745310907588824,0.5206745440061986,0.387531343651169
6,-0.27001422549685083,0.12771667196873165,-0.3029629928605643,-0.07107539060249488,-0.4201980765239378,-0.01644017290210864,-0.852858460791228,-0.4370164819711766,0.43496894482887466,-0.47221902667321874
7,-0.4511358873256469,0.10185872270412788,-0.5761778435587617,0.027298378998884543,0.8983033924397498,-0.1652879791087659,-0.335648472607761,0.2055730387109571,-0.3708858402299996,0.8184235313902715
8,0.45548023872891175,-0.4119470327612883,0.21665377789326135,0.3919654457007632,-0.006697800695937284,-0.18910167976457598,0.7736019264631944,0.33915246848810726,0.9263677091093664,0.820161510767228
9,-0.04692116100215232,-0.029314340433007346,0.12839254091298652,0.5727089223889912,0.39604102253002743,0.012843833889090106,-0.13809027612840485,-0.16304534170713142,-0.6528051723398893,-0.26612133326421605
